jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2019,45,7,sonstige Erträge,Gesamtsumme,,,582555.79
2019,45,7,sonstige Erträge,Teilergebnis,111000,Gemeindeorgane,1562.33
2019,45,7,sonstige Erträge,Teilergebnis,111003,Finanzverwaltung,30950.75
2019,45,7,sonstige Erträge,Teilergebnis,111004,Finanzbuchhaltung,7239.83
2019,45,7,sonstige Erträge,Teilergebnis,111005,Liegenschaftsverwaltung,313901.60
2019,45,7,sonstige Erträge,Teilergebnis,111006,Elektronische Datenverarbeitung,21111.54
2019,45,7,sonstige Erträge,Teilergebnis,531000,Elektritzitätsversorgung,132678.39
2019,45,7,sonstige Erträge,Teilergebnis,532000,Gasversorgung,27038.12
2019,45,7,sonstige Erträge,Teilergebnis,533000,Wasserversorgung,36600.28
2019,45,7,sonstige Erträge,Teilergebnis,573900,Bauhof,2916.37
2019,45,7,sonstige Erträge,Teilergebnis,611000,"Steuern, allg. Zuweisungen, allg. Umlagen",8547.60
2019,45,7,sonstige Erträge,Teilergebnis,612000,sonstige allg. Finanzwirtschaft,8.98
