jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2024,41,2,Zuwendungen und allgemeine Umlagen,Gesamtsumme,,,1550911.59
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,111001,Hauptamt,9121.68
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,126001,FF Lensahn,15942.59
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,126002,FF Lensahnerhof,1501.02
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,126003,FF Sipsdorf,2047.52
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,126004,FF Wahrendorf,93.06
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,218200,Grund- und Gemeinschaftsschule Lensahn,13704.37
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,272000,Gemeindebücherei,15970.37
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424000,Waldschwimmbad,35641.85
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424002,Sportplatz,4597.72
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424003,Sport- und Vereinsheim,977.82
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424004,Schießsportanlage,2139.84
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424005,Kegelbahn,4403.88
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,511001,Städtebausanierung,58467.00
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,538001,öffentliche Toiletten,3000.00
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,541000,Gemeindestraßen,208187.79
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,541001,Straßenbeleuchtung,1312.86
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,551000,Grünanlagen,420.00
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,553900,Ehrenfriedhof,594.00
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,573000,Veranstaltungssaal,238.62
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,573002,Eingangsbereich,115.62
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,575000,Tourismus,1570.98
2024,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,611000,"Steuern, allg. Zuweisungen, allg. Umlagen",1170863.00
