jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2020,41,2,Zuwendungen und allgemeine Umlagen,Gesamtsumme,,,2882152.36
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,111001,Hauptamt,9121.68
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,126001,FF Lensahn,7766.33
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,126002,FF Lensahnerhof,1282.27
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,126003,FF Sipsdorf,540.30
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,126004,FF Wahrendorf,2482.20
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,218200,Grund- und Gemeinschaftsschule Lensahn,10525.63
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,272000,Gemeindebücherei,15511.39
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424000,Waldschwimmbad,19434.82
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424002,Sportplatz,840.99
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424003,Sport- und Vereinsheim,977.82
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424004,Schießsportanlage,2139.84
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,541000,Gemeindestraßen,197310.84
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,541001,Straßenbeleuchtung,868.49
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,551000,Grünanlagen,70.00
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,551001,Kinderspielplätze,2402.43
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,553900,Ehrenfriedhof,594.00
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,573000,Veranstaltungssaal,1153.92
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,573002,Eingangsbereich,115.62
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,575000,Fremdenverkehr,834.08
2020,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,611000,"Steuern, allg. Zuweisungen, allg. Umlagen",2608179.71
