jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2022,448,6,Kostenerstattungen u. Kostenumlagen,Gesamtsumme,,,2822168.81
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111000,Gemeindeorgane,365947.42
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111001,Hauptamt,289435.15
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111003,Finanzverwaltung,277631.82
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111004,Finanzbuchhaltung,90675.02
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111005,Liegenschaftsverwaltung,36017.48
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111006,Elektronische Datenverarbeitung,142532.29
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111007,Eigene Bauverwaltung,66610.25
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,122000,Allgemeine Ordnungsangelegenheiten,179796.28
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,122001,Asylbewerber,54972.33
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,122200,Melde- und Personenstandswesen,119774.48
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,126000,Gemeindewehrführer,13939.24
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,218200,Grund- und Gemeinschaftsschule Lensahn,443823.68
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,243000,Sonstige schulische Aufgaben,37811.13
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,272000,Gemeindebücherei,5.00
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,311000,Verwaltung der Grundsicherung nach SGB XII,132189.59
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,312000,Grundsicherung nach SGB II,98946.90
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,351000,Leistungen nach dem Wohngeldgesetz,35916.57
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,361100,Förderung Kindertageseinrichtungen,12543.59
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,362500,Sonstige Jugendarbeit,15380.99
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,424000,Waldschwimmbad,617.48
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,424001,Großsporthalle,37349.67
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,424002,Sportplatz,28393.19
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,511000,Bauleitplanung,47020.07
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,521000,Bauordnung,9343.18
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,533000,Wasserversorgung,174974.98
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,541000,Gemeindestraßen,9857.90
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,541001,Straßenbeleuchtung,4446.44
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,547000,Öffentlicher Personennahverkehr,17497.96
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,551000,Grünanlagen,2751.53
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,551001,Kinderspielplätze,24035.63
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,573900,Bauhof,13070.23
2022,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,575000,Fremdenverkehr,38861.34
