jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Gesamtsumme,,,425088.86
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,111001,Hauptamt,250.00
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,111005,Liegenschaftsverwaltung,35207.52
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126001,FF Lensahn,1957.97
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126002,FF Lensahnerhof,685.20
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126003,FF Sipsdorf,1042.99
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126004,FF Wahrendorf,12.18
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,272000,Gemeindebücherei,1164.00
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,281000,Heimat- und sonstige Kulturpflege,323.80
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,331000,Förderung der Wohlfahrtspflege,8031.20
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424000,Waldschwimmbad,8021.15
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424003,Sport- und Vereinsheim,430.35
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424004,Schießsportanlage,2380.90
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424005,Kegelbahn,6884.24
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,533000,Wasserversorgung,332045.45
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,537000,Abfallbeseitigung,3545.69
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,541000,Gemeindestraßen,17063.58
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,541001,Straßenbeleuchtung,3913.34
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,551000,Grünanlagen,-2947.38
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,573000,Veranstaltungssaal,4752.08
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,573900,Bauhof,265.97
2020,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,575000,Fremdenverkehr,58.63
