jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2021,448,6,Kostenerstattungen u. Kostenumlagen,Gesamtsumme,,,2684446.17
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111000,Gemeindeorgane,219338.95
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111001,Hauptamt,243762.39
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111002,Gleichstellungsbeauftragte,1884.00
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111003,Finanzverwaltung,248997.05
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111004,Finanzbuchhaltung,79555.79
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111005,Liegenschaftsverwaltung,35031.70
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111006,Elektronische Datenverarbeitung,68234.06
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111007,Eigene Bauverwaltung,62675.49
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,122000,Allgemeine Ordnungsangelegenheiten,162372.64
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,122001,Asylbewerber,65569.56
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,122200,Melde- und Personenstandswesen,113726.57
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,126000,Gemeindewehrführer,31610.60
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,218200,Grund- und Gemeinschaftsschule Lensahn,433408.91
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,243000,Sonstige schulische Aufgaben,35804.68
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,272000,Gemeindebücherei,13.00
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,311000,Verwaltung der Grundsicherung nach SGB XII,71077.29
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,312000,Grundsicherung nach SGB II,98129.40
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,351000,Leistungen nach dem Wohngeldgesetz,38654.33
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,361100,Förderung Kindertageseinrichtungen,287426.89
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,362500,Sonstige Jugendarbeit,4003.91
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,424001,Großsporthalle,36928.61
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,424002,Sportplatz,26345.71
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,511000,Bauleitplanung,45305.70
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,521000,Bauordnung,10142.09
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,533000,Wasserversorgung,160826.09
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,541000,Gemeindestraßen,9916.73
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,541001,Straßenbeleuchtung,4919.38
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,547000,Öffentlicher Personennahverkehr,17293.35
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,551000,Grünanlagen,4911.58
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,551001,Kinderspielplätze,20052.40
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,573900,Bauhof,12397.63
2021,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,575000,Fremdenverkehr,34129.69
