jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2024,45,7,sonstige Erträge,Gesamtsumme,,,825875.85
2024,45,7,sonstige Erträge,Teilergebnis,111000,Gemeindeorgane,32795.00
2024,45,7,sonstige Erträge,Teilergebnis,111003,Finanzverwaltung,86116.17
2024,45,7,sonstige Erträge,Teilergebnis,111004,Finanzbuchhaltung,49047.80
2024,45,7,sonstige Erträge,Teilergebnis,111006,Elektronische Datenverarbeitung,137198.21
2024,45,7,sonstige Erträge,Teilergebnis,111007,Eigene Bauverwaltung,112983.84
2024,45,7,sonstige Erträge,Teilergebnis,122000,Allgemeine Ordnungsangelegenheiten,70.00
2024,45,7,sonstige Erträge,Teilergebnis,424000,Waldschwimmbad,6378.11
2024,45,7,sonstige Erträge,Teilergebnis,531000,Elektritzitätsversorgung,130880.00
2024,45,7,sonstige Erträge,Teilergebnis,532000,Gasversorgung,13418.05
2024,45,7,sonstige Erträge,Teilergebnis,533000,Wasserversorgung,47245.06
2024,45,7,sonstige Erträge,Teilergebnis,541000,Gemeindestraßen,2489.00
2024,45,7,sonstige Erträge,Teilergebnis,551001,Kinderspielplätze,56491.42
2024,45,7,sonstige Erträge,Teilergebnis,573900,Bauhof,146962.19
2024,45,7,sonstige Erträge,Teilergebnis,611000,"Steuern, allg. Zuweisungen, allg. Umlagen",3801.00
