jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2022,41,2,Zuwendungen und allgemeine Umlagen,Gesamtsumme,,,2764693.92
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,111001,Hauptamt,9121.68
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,126001,FF Lensahn,11370.20
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,126002,FF Lensahnerhof,1623.24
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,126003,FF Sipsdorf,571.34
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,126004,FF Wahrendorf,1619.38
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,218200,Grund- und Gemeinschaftsschule Lensahn,10769.33
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,272000,Gemeindebücherei,16430.65
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424000,Waldschwimmbad,163875.02
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424002,Sportplatz,4062.86
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424003,Sport- und Vereinsheim,977.82
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,424004,Schießsportanlage,2139.84
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,511000,Bauleitplanung,16275.00
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,511001,Städtebausanierung,2666.66
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,541000,Gemeindestraßen,210143.09
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,541001,Straßenbeleuchtung,1312.86
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,551000,Grünanlagen,420.00
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,551001,Kinderspielplätze,1534.44
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,553900,Ehrenfriedhof,594.00
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,573000,Veranstaltungssaal,309.69
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,573002,Eingangsbereich,115.62
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,575000,Fremdenverkehr,1571.04
2022,41,2,Zuwendungen und allgemeine Umlagen,Teilergebnis,611000,"Steuern, allg. Zuweisungen, allg. Umlagen",2307190.16
