jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Gesamtsumme,,,80840.01
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,111001,Hauptamt,100.00
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,111005,Liegenschaftsverwaltung,36571.63
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,122000,Allgemeine Ordnungsangelegenheiten,22.00
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126000,Gemeindewehrführer,478.12
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126001,FF Lensahn,1682.91
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126002,FF Lensahnerhof,4978.05
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126003,FF Sipsdorf,842.55
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126004,FF Wahrendorf,116.98
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,272000,Gemeindebücherei,1636.51
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,281000,Heimat- und sonstige Kulturpflege,277.88
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,331000,Förderung der Wohlfahrtspflege,5128.45
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424000,Waldschwimmbad,8786.82
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424003,Sport- und Vereinsheim,413.57
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424004,Schießsportanlage,366.49
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424005,Kegelbahn,4240.26
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,537000,Abfallbeseitigung,2753.23
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,538001,öffentliche Toiletten,321.30
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,541000,Gemeindestraßen,2714.57
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,541001,Straßenbeleuchtung,153.38
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,551000,Grünanlagen,3551.16
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,573000,Veranstaltungssaal,5700.15
2019,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,573900,Bauhof,4.00
