jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2024,448,6,Kostenerstattungen u. Kostenumlagen,Gesamtsumme,,,3168302.70
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111000,Gemeindeorgane,262610.88
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111001,Hauptamt,302334.07
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111002,Gleichstellungsbeauftragte,1884.00
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111003,Finanzverwaltung,343769.61
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111004,Finanzbuchhaltung,89155.50
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111005,Liegenschaftsverwaltung,39926.15
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111006,Elektronische Datenverarbeitung,156542.61
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,111007,Eigene Bauverwaltung,74569.79
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,122000,Allgemeine Ordnungsangelegenheiten,179899.48
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,122001,Asylbewerber,125891.92
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,122200,Melde- und Personenstandswesen,142646.42
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,126000,Gemeindewehrführer,56331.03
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,218200,Grund- und Gemeinschaftsschule Lensahn,579482.04
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,243000,Sonstige schulische Aufgaben,53667.50
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,272000,Gemeindebücherei,105.84
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,311000,Verwaltung der Grundsicherung nach SGB XII,126475.81
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,312000,Grundsicherung nach SGB II,99701.47
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,351000,Leistungen nach dem Wohngeldgesetz,80036.25
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,361100,Förderung Kindertageseinrichtungen,18663.76
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,424001,Großsporthalle,40491.37
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,424002,Sportplatz,32873.41
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,511000,Bauleitplanung,48729.32
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,521000,Bauordnung,11059.22
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,533000,Wasserversorgung,198400.25
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,541000,Gemeindestraßen,30464.52
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,541001,Straßenbeleuchtung,11810.28
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,547000,Öffentlicher Personennahverkehr,5194.67
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,551001,Kinderspielplätze,578.73
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,573900,Bauhof,12458.83
2024,448,6,Kostenerstattungen u. Kostenumlagen,Teilergebnis,575000,Tourismus,42547.97
