jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Gesamtsumme,,,179396.41
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,111000,Gemeindeorgane,271.77
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,111001,Hauptamt,370.91
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,111005,Liegenschaftsverwaltung,111130.77
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,122000,Allgemeine Ordnungsangelegenheiten,-6942.27
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126001,FF Lensahn,2943.65
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126002,FF Lensahnerhof,1049.79
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126003,FF Sipsdorf,1485.04
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,126004,FF Wahrendorf,638.14
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,272000,Gemeindebücherei,4360.99
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,281000,Heimat- und sonstige Kulturpflege,568.40
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,331000,Förderung der Wohlfahrtspflege,3884.73
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424000,Waldschwimmbad,14203.05
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424002,Sportplatz,5752.03
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424003,Sport- und Vereinsheim,575.21
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424004,Schießsportanlage,2380.69
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,424005,Kegelbahn,7995.33
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,511000,Bauleitplanung,6000.00
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,531000,Elektritzitätsversorgung,1915.86
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,537000,Abfallbeseitigung,2676.47
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,541000,Gemeindestraßen,4120.19
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,541001,Straßenbeleuchtung,6541.93
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,573000,Veranstaltungssaal,5367.56
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,573002,Eingangsbereich,1097.32
2024,"441, 442, 446",5,privatrechtliche Leistungsentgelte,Teilergebnis,573900,Bauhof,1008.85
